Name,RA,Dec,l,b,Peak mag,Peak time,Disc date,Type,PS prob,Redshift,MW E(B-V)
10AYSEajf,51.1649256054851,-3.9735193194275498,187.40612255757767,-46.74473012725697,20.4237,2020-01-21 05:20:51.447000,2020-01-21 00:00:00,None,,,0.0318
10AYSEajh,52.37737803168321,-4.34289986472302,188.86722783677143,-45.98170883622416,19.9558,2020-01-21 05:20:51.447000,2020-01-21 00:00:00,None,,,0.0315
10AYSEait,148.918274813492,5.14838147289172,232.6089442616966,42.778851670668374,19.396,2020-01-17 11:36:03.489000,2020-01-21 00:00:00,None,,,0.044000000000000004
10AYSEaiv,152.656779161561,2.80627002296635,238.19680016088142,44.5275130095761,20.2603,2020-01-21 11:20:45.970000,2020-01-21 00:00:00,None,,,0.0262
10AYSEaio,151.377424424644,5.70436015114154,233.81417444755434,45.13471134226661,20.2862,2020-01-21 11:21:23.447000,2020-01-21 00:00:00,None,,,0.0154
10AYSEaik,153.368273358906,5.45978905707265,235.6931898301257,46.64325349984391,20.4814,2020-01-21 11:21:23.447000,2020-01-21 00:00:00,None,,,0.02
10AYSEaiz,155.74396656503902,2.79772840176153,240.87803895697172,46.97915728421296,20.4684,2020-01-21 11:22:00.965000,2020-01-21 00:00:00,None,,,0.0317
10AYSEajb,155.77958310363002,5.9062386009812,237.19087515083856,48.86664184771356,20.0131,2020-01-21 11:22:38.453000,2020-01-21 00:00:00,None,,,0.0195
10AYSEais,156.95829653485902,6.39150802821605,237.628452376097,50.102808485144706,20.2694,2020-01-21 11:22:38.453000,2020-01-21 00:00:00,None,,,0.0189
10AYSEajd,155.803789727271,5.91601934483255,237.19992246611497,48.89194020733927,20.9662,2020-01-21 11:22:38.453000,2020-01-21 00:00:00,None,,,0.0196
10AYSEaja,155.83834597165702,5.92972973002112,237.2131633328647,48.92790769410918,20.1237,2020-01-21 11:22:38.453000,2020-01-21 00:00:00,None,,,0.0199
10AYSEair,153.589725740703,2.76367532849443,239.02893341319117,45.250427535592515,20.4777,2020-01-17 11:36:40.526000,2020-01-21 00:00:00,None,,,0.032
2020amc,160.80661907049299,-3.70372666142957,252.85408961890067,46.32649324761264,20.4935,2020-01-17 11:45:36,2020-01-21 00:00:00,None,,,0.05
10AYSEaip,162.762869467429,-3.9285353914708705,255.19027807567042,47.47234274679035,20.7098,2020-01-21 11:31:21.980000,2020-01-21 00:00:00,None,0.0,,0.03
10AYSEaim,154.986274129716,-1.3391158657684399,244.73873338044666,43.763471788308955,20.9982,2020-01-21 11:29:30.305000,2020-01-21 00:00:00,None,,,0.0513
10AYSEakb,158.194027161626,-1.30991664440676,247.73713187630108,46.16923775864424,20.6114,2020-01-21 11:30:44.607000,2020-01-21 00:00:00,None,,,0.0547
10AYSEaiy,157.51874203956498,-1.20253781630378,246.96451949347806,45.74634239204316,20.9547,2020-01-21 11:30:44.607000,2020-01-21 00:00:00,None,,,0.0457
10AYSEaiq,158.361893267716,-1.2400892313933798,247.82909797695694,46.33952334358853,20.563000000000002,2020-01-21 11:30:44.607000,2020-01-21 00:00:00,None,,,0.0554
10AYSEaiu,160.89084119738,-4.21775153571091,253.448504365562,46.00741085918186,20.7252,2020-01-21 11:31:21.980000,2020-01-21 00:00:00,None,,,0.0402
10AYSEahv,171.54455500575702,13.8516772089118,242.3942577002378,66.08742826612814,21.0436,2020-01-21 13:33:06.367000,2020-01-21 00:00:00,None,,,0.025
10AYSEahy,170.6496974328,13.1344254671277,242.5031395668014,64.96067255185321,20.0689,2020-01-21 13:30:27.279000,2020-01-21 00:00:00,None,,,0.021
10AYSEaig,172.477733900297,9.86657738892206,250.98727118003734,64.1664998994752,20.6232,2020-01-21 13:31:04.528000,2020-01-21 00:00:00,None,0.012,,0.0259
10AYSEaij,177.811337137419,19.57081558547,238.45170359054393,74.27154278164043,20.7236,2020-01-21 13:38:00.215000,2020-01-21 00:00:00,None,,,0.0395
10AYSEaii,178.819331917503,20.3124543841212,237.89276215665336,75.46595294613986,20.8127,2020-01-21 13:38:00.215000,2020-01-21 00:00:00,None,,,0.0309
10AYSEaia,181.79769508479902,17.0413075133886,255.2527816197917,75.63476989164036,20.6335,2020-01-21 13:38:41.484000,2020-01-21 00:00:00,None,,,0.0408
10AYSEahw,181.562542165601,16.772867850522598,255.3367452752487,75.28514793427905,20.6219,2020-01-21 13:38:41.484000,2020-01-21 00:00:00,None,,,0.0364
10AYSEahu,185.000095461298,16.377497187130302,267.2098769545211,77.01455475060995,20.5457,2020-01-21 13:40:04.152000,2020-01-21 00:00:00,None,,,0.0238
10AYSEaih,182.51204248518798,21.016544851850604,243.62958787024087,78.75576541745643,21.218000000000004,2020-01-21 13:39:22.706000,2020-01-21 00:00:00,None,0.019,,0.0217
2020alz,200.795689856081,34.8621168383522,83.57926678457612,79.7078983332604,20.9671,2020-01-21 15:44:17.206000,2020-01-21 15:44:38,None,,,0.0085
10AYSEahq,203.438780492342,35.1490212355205,77.10944613905376,77.91766735959042,20.3172,2020-01-21 15:44:17.206000,2020-01-21 00:00:00,None,0.005,,0.0095
10AYSEahs,206.129306687663,31.7783524194233,58.035706695497524,77.55619536786972,20.2448,2020-01-21 15:45:36.329000,2020-01-21 00:00:00,None,,,0.0163
10AYSEahr,206.69819195336999,33.856429561938704,65.7607194206464,76.32681140140069,20.2851,2020-01-21 15:46:13.803000,2020-01-21 00:00:00,None,,,0.0177
10AYSEahp,206.237523904879,34.7697887936013,69.91579904676868,76.23534356032404,20.4003,2020-01-21 15:46:13.803000,2020-01-21 00:00:00,None,,,0.0095
10AYSEaon,114.820344801763,38.9844170187328,180.3254593697252,25.482489396147688,20.1927,2020-01-22 10:56:44.481000,2020-01-22 00:00:00,None,,,0.051
10AYSEaop,113.840120415359,38.8857701033994,180.20401219403772,24.72156901656864,20.4204,2020-01-22 10:56:44.481000,2020-01-22 00:00:00,None,,,0.048
10AYSEaoq,113.56927094594101,39.186265306436205,179.82262509276956,24.6014599820661,20.631,2020-01-22 10:56:44.481000,2020-01-22 00:00:00,None,,,0.046
10AYSEaoo,114.183756807852,39.2320293529339,179.91618570646085,25.07218760396016,20.8429,2020-01-22 10:56:44.481000,2020-01-22 00:00:00,None,,,0.045
10AYSEaok,114.224361516844,42.335536652508395,176.60110524210967,25.895661598685557,20.8201,2020-01-22 10:57:21.942000,2020-01-22 00:00:00,None,,,0.044000000000000004
10AYSEaoj,114.436121974328,42.059216457611896,176.9416036716691,25.980550525037383,20.4384,2020-01-22 10:57:21.942000,2020-01-22 00:00:00,None,,,0.043
10AYSEaol,113.230732735698,42.2621295561647,176.47742486320678,25.165557013236644,20.7811,2020-01-22 10:57:21.942000,2020-01-22 00:00:00,None,,,0.049
2020aqr,113.24370502173599,42.251081046211,176.49192493507476,25.172040125910655,20.148,2020-01-22 10:56:38,2020-01-22 00:00:00,None,,,0.048
10AYSEanp,116.648969251107,39.1846682815812,180.51318834198352,26.90599711362027,20.673000000000002,2020-01-22 10:57:59.254000,2020-01-22 00:00:00,None,,,0.045
10AYSEank,117.91973276651899,42.0567042967558,177.60252304592174,28.499220597255253,20.5428,2020-01-22 10:58:36.503000,2020-01-22 00:00:00,None,,,0.04
10AYSEanq,121.02749403960699,38.9839484038522,181.61389673133104,30.17013431533835,20.8965,2020-01-22 10:59:13.775000,2020-01-22 00:00:00,None,,,0.042
10AYSEanm,119.47322828190599,39.1710265059384,181.1064219568544,29.031678541273184,21.1144,2020-01-22 10:59:13.775000,2020-01-22 00:00:00,None,,,0.045
10AYSEano,120.95104475011401,39.2773435613549,181.26767629264305,30.172842577427282,20.5144,2020-01-22 10:59:13.775000,2020-01-22 00:00:00,None,,,0.039
10AYSEanj,119.6891703025,39.1903711298324,181.1268569058269,29.199233221023764,20.7367,2020-01-22 10:59:13.775000,2020-01-22 00:00:00,None,,,0.049
10AYSEann,119.772838072123,39.1952701405432,181.13757113566479,29.263586856347516,20.7899,2020-01-22 10:59:13.775000,2020-01-22 00:00:00,None,,,0.049
10AYSEakd,119.55738814816699,42.2566462761939,177.65594557802507,29.72868326921459,20.6349,2020-01-22 10:59:50.971000,2020-01-22 00:00:00,None,,,0.0399
2020aqh,127.85506408639601,46.2559524554073,173.80722603956283,36.11751526967873,20.1011,2020-01-22 11:05:16,2020-01-22 00:00:00,None,,,0.027999999999999997
10AYSEanf,127.96407754862601,49.2961073610999,170.0445457672294,36.293853204489096,20.186,2020-01-22 11:06:14.877000,2020-01-22 00:00:00,None,,,0.035
10AYSEanh,127.93330216129499,49.3447511676015,169.98386566055066,36.274460436288855,20.8356,2020-01-22 11:06:14.877000,2020-01-22 00:00:00,None,,,0.033
10AYSEans,125.711319501114,49.91758565147679,169.23659894013485,34.84978922572598,20.3964,2020-01-22 11:06:14.877000,2020-01-22 00:00:00,None,,,0.033
10AYSEang,133.969720060923,46.2659646742272,173.87961803524894,40.34361685260622,20.0421,2020-01-22 11:08:06.865000,2020-01-22 00:00:00,None,,,0.02
10AYSEani,134.19589062987401,46.213424724545895,173.94380251964068,40.50123344068128,20.4606,2020-01-22 11:08:06.865000,2020-01-22 00:00:00,None,,,0.021
10AYSEant,139.84826129943198,34.9344195608478,189.43162300622993,44.434680823914796,20.1149,2020-01-22 11:14:44.491000,2020-01-22 00:00:00,None,,,0.013999999999999999
10AYSEanr,139.91019579097798,34.8328353650989,189.58003823576033,44.47563926731749,20.4589,2020-01-22 11:14:44.491000,2020-01-22 00:00:00,None,,,0.013000000000000001
